Source_Language,Word,First_Use_Year,MW_Included,Category,Max_Frequency,Mean_Frequency,Non_Zero_Years,Is_Multi_Source,Source_Count
意大利语,macaroni,1673,1,面食,1.0911605435077426e-06,4.730892925071802e-07,221.0,0,1
土耳其语,radish,15世纪,1,蔬菜,8.126786172267333e-07,4.853864283758246e-07,221.0,0,1
土耳其语,rosemary,14世纪,1,调味品,1.5012503646565683e-06,4.883711100255504e-07,221.0,0,1
土耳其语,sturgeon,13世纪,1,海鲜,8.024436510822852e-07,5.038093195179067e-07,221.0,0,1
韩语,sesame,15世纪,1,调味品,1.7323539590766553e-06,5.052841683327123e-07,221.0,0,1
纳瓦特尔语,cassava,1555,1,食材,1.8711246931551223e-06,5.145150700612696e-07,221.0,0,1
荷兰语,cookie,1779,1,甜品,3.96113474770183e-06,5.350126620706995e-07,221.0,0,1
西班牙语,plantain,13世纪,1,水果,1.1565703305547816e-06,5.429366333658655e-07,221.0,1,2
韩语,acorn,12世纪,1,食材,8.316116577589128e-07,5.766329972094168e-07,221.0,0,1
意大利语,pasta,1827,1,主食,4.637889755291066e-06,5.780536287424676e-07,221.0,0,1
波斯语,apricot,1580,1,水果,9.932904682890303e-07,6.174860861846897e-07,221.0,1,3
土耳其语,kelp,14世纪,1,食材,1.264763324927896e-06,6.235317150618628e-07,221.0,0,1
波斯语,mango,1582,1,水果,1.5055926496643224e-06,6.319807620201046e-07,221.0,1,2
土耳其语,cauliflower,1597,1,蔬菜,1.330009597820338e-06,6.522452472811794e-07,221.0,0,1
土耳其语,clove,12世纪,1,调味品,1.351989193868316e-06,6.569897258669705e-07,221.0,0,1
纳瓦特尔语,pumpkin,1664,1,蔬菜,2.240709493759953e-06,6.574742941267107e-07,221.0,1,2
意大利语,pizza,1825,1,烘焙,6.586489754616716e-06,6.648156823838178e-07,220.0,0,1
波斯语,curry,13世纪,1,调味品,2.2572472257057337e-06,6.650238426695799e-07,221.0,1,2
印地语/乌尔都语,buttermilk,15世纪,1,饮品,1.871325707725191e-06,6.817335537636573e-07,221.0,0,1
韩语,seaweed,1577,1,食材,1.6052742921601748e-06,6.885309079625393e-07,221.0,0,1
法语,café,,0,饮品,6.630593231550717e-06,6.96264957268899e-07,221.0,0,1
土耳其语,thyme,14世纪,1,调味品,2.0483137989556e-06,7.281982919247044e-07,221.0,0,1
纳瓦特尔语,cacao,1555,1,食材,1.610363840752273e-06,7.403167630147176e-07,221.0,0,1
法语,cuisine,1786,1,烹饪,3.125362549586238e-06,7.623555687676315e-07,221.0,0,1
土耳其语,clam,15世纪,1,海鲜,1.2759818608693813e-06,7.785252049855761e-07,221.0,0,1
波斯语,currant,14世纪,1,水果,1.5130346875074402e-06,8.214075623869547e-07,221.0,1,3
波斯语,prune,14世纪,1,水果,1.4614834559064808e-06,8.280589746654481e-07,221.0,1,3
西班牙语,sherry,1584,1,饮品,1.8997046059407045e-06,8.343328602626943e-07,221.0,1,2
纳瓦特尔语,pineapple,1624,1,水果,1.9691164132901965e-06,8.373888776701189e-07,221.0,1,2
波斯语,saffron,13世纪,1,调味品,2.017263503668281e-06,8.603036219905642e-07,221.0,1,3
印地语/乌尔都语,pickle,15世纪,1,小菜,1.9812983680367324e-06,8.64492752954259e-07,221.0,1,2
土耳其语,nutmeg,15世纪,1,调味品,2.3827024863619173e-06,8.985202016706562e-07,221.0,0,1
土耳其语,cucumber,14世纪,1,蔬菜,1.9174709028188123e-06,9.247329047687276e-07,221.0,0,1
纳瓦特尔语,squash,1565,1,蔬菜,2.702126266740379e-06,9.345739958967889e-07,221.0,1,2
土耳其语,carrot,1533,1,蔬菜,2.6412194854076787e-06,9.78115159298416e-07,221.0,0,1
波斯语,musk,14世纪,1,调味品,1.943969258328642e-06,1.025040791865749e-06,221.0,0,1
波斯语,spinach,15世纪,1,蔬菜,2.850085853164533e-06,1.0329226834175622e-06,221.0,1,3
土耳其语,asparagus,1543,1,蔬菜,1.885668179316521e-06,1.0388419485544445e-06,221.0,0,1
纳瓦特尔语,vanilla,1662,1,调味品,4.972142245865793e-06,1.0935336426536107e-06,221.0,1,3
法语,pastry,15世纪,1,烘焙,3.260867937829711e-06,1.1127819010789575e-06,221.0,0,1
波斯语,almond,14世纪,1,坚果,2.639197418830008e-06,1.1407907567165326e-06,221.0,1,2
土耳其语,tuna,1881,1,海鲜,4.151269292508784e-06,1.1646871553884348e-06,221.0,0,1
法语,chef,1826,1,职业,4.247558568489954e-06,1.203852307432185e-06,221.0,0,1
纳瓦特尔语,peanut,1802,1,坚果,3.3628075470915064e-06,1.2184685053698274e-06,221.0,1,2
土耳其语,carp,15世纪,1,海鲜,4.0554723779808095e-06,1.2360031643146568e-06,221.0,0,1
土耳其语,lobster,12世纪,1,海鲜,2.227138501049402e-06,1.3490235157316726e-06,221.0,0,1
土耳其语,parsley,12世纪,1,调味品,3.492972642301798e-06,1.351376622381099e-06,221.0,0,1
土耳其语,turnip,1537,1,蔬菜,5.302424109946255e-06,1.4744729612124086e-06,221.0,0,1
土耳其语,celery,1664,1,蔬菜,3.198809378903077e-06,1.5066446078085986e-06,221.0,0,1
西班牙语,banana,1597,1,水果,3.817368354118246e-06,1.5709964748502531e-06,221.0,1,3
土耳其语,shrimp,14世纪,1,海鲜,5.052231959520473e-06,1.6820937130591222e-06,221.0,0,1
土耳其语,coconut,1599,1,水果,6.023898549756268e-06,1.6884335114495114e-06,221.0,0,1
韩语,hoe,14世纪,1,生食,3.5491851316952046e-06,1.6905950330871356e-06,221.0,0,1
土耳其语,lettuce,14世纪,1,蔬菜,4.091950781262962e-06,1.793042837342318e-06,221.0,0,1
法语,champagne,1664,1,饮品,5.726242696774924e-06,1.8375656606335704e-06,221.0,0,1
阿拉伯语,cinnamon,14世纪,1,调味品,4.350633649404959e-06,1.907812515440938e-06,221.0,1,2
土耳其语,crab,12世纪,1,海鲜,3.0346223281542606e-06,2.02437625255989e-06,221.0,0,1
纳瓦特尔语,cocaine,1860,1,毒品,1.0389180455864076e-05,2.178535265501524e-06,221.0,0,1
纳瓦特尔语,quinine,1825,1,药品,7.110330768357796e-06,2.2272315240865863e-06,221.0,0,1
韩语,agar,1885,1,食材,5.697808579238231e-06,2.323393665552793e-06,221.0,0,1
波斯语,walnut,12世纪,1,坚果,4.323469316399756e-06,2.4181254289022664e-06,221.0,1,2
土耳其语,amino acids,1897,1,营养,8.35263095463493e-06,2.419170275273774e-06,212.0,0,1
波斯语,candy,1587,1,甜品,6.007539728411107e-06,2.505075035133303e-06,221.0,1,3
波斯语,amber,14世纪,1,调味品,4.11071680771004e-06,2.5411593345520232e-06,221.0,1,2
纳瓦特尔语,tomato,1604,1,蔬菜,6.351990058257277e-06,2.552736530805368e-06,221.0,1,3
法语,mustard,13世纪,1,调味品,4.0080515516040445e-06,2.5886167482767878e-06,221.0,0,1
土耳其语,oyster,13世纪,1,海鲜,5.829408304894709e-06,2.7922698426623323e-06,221.0,0,1
阿拉伯语,molasses,1582,1,调味品,5.831878492504724e-06,2.8326466173654043e-06,221.0,0,1
荷兰语,gin,1713,1,饮品,4.206872972645215e-06,2.91195445873599e-06,221.0,0,1
土耳其语,cabbage,15世纪,1,蔬菜,5.967680798286372e-06,3.169269509458793e-06,221.0,0,1
波斯语,peach,14世纪,1,水果,6.025476328172122e-06,3.219103096929102e-06,221.0,1,3
纳瓦特尔语,cocoa,1730,1,饮品,4.349742701898711e-06,3.2320643017768617e-06,221.0,1,3
西班牙语,ranch,1831,1,调味品,9.185446417957011e-06,3.2872359675921342e-06,221.0,0,1
波斯语,syrup,14世纪,1,调味品,4.921189559224461e-06,3.419259426854204e-06,221.0,1,3
土耳其语,mint,12世纪,1,调味品,5.915397261040718e-06,3.4637246622113143e-06,221.0,0,1
土耳其语,beet,12世纪,1,蔬菜,8.63520121388969e-06,3.472681598667994e-06,221.0,0,1
纳瓦特尔语,mole,14世纪,1,调味品,1.1093292674299196e-05,3.610401931245921e-06,221.0,1,2
法语,menu,1830,1,物品,2.2737488377190728e-05,3.704389122525556e-06,221.0,0,1
纳瓦特尔语,chocolate,1604,1,甜品,1.5460668951813466e-05,3.763920914514948e-06,221.0,1,3
西班牙语,lemon,15世纪,1,水果,9.47868024273443e-06,4.082198575043394e-06,221.0,1,4
纳瓦特尔语,maize,1544,1,主食,8.393553538813389e-06,4.244782155593856e-06,221.0,1,2
土耳其语,sage,13世纪,1,调味品,1.0866702983288892e-05,4.502212733232558e-06,221.0,0,1
荷兰语,brandy,1650,1,饮品,8.524767248932871e-06,4.655992286934512e-06,221.0,0,1
阿拉伯语,jar,1592,1,器具,6.616180404047814e-06,4.978041784868856e-06,221.0,0,1
土耳其语,pepper,12世纪,1,调味品,1.5669762433390133e-05,5.411615937080216e-06,221.0,0,1
法语,restaurant,1806,1,场所,2.537393213840135e-05,5.617464091353712e-06,221.0,0,1
土耳其语,trout,12世纪,1,海鲜,9.67976179059146e-06,5.867252748688665e-06,221.0,0,1
纳瓦特尔语,potato,1565,1,蔬菜,1.1812562271578436e-05,6.350746386003528e-06,221.0,1,3
纳瓦特尔语,mate,14世纪,1,饮品,1.3928437380984955e-05,7.364860529280558e-06,221.0,0,1
土耳其语,olive,1600,1,水果,1.2326152370535834e-05,7.488697091226026e-06,221.0,0,1
土耳其语,salmon,13世纪,1,海鲜,1.1996027621665104e-05,7.5941428710839105e-06,221.0,0,1
西班牙语,orange,1532,1,水果,1.8066073347914164e-05,1.2001353236069144e-05,221.0,1,4
阿拉伯语,coffee,1598,1,饮品,5.070251998923985e-05,1.8535733146047687e-05,221.0,1,2
阿拉伯语,fig,13世纪,1,水果,2.809000735786477e-05,1.9897853729154854e-05,221.0,1,2
汉语,tea,1655,1,饮品,3.764344260811673e-05,2.1246191445764592e-05,221.0,0,1
阿拉伯语,alcohol,1672,1,饮品,3.886747903639584e-05,2.535838595018029e-05,221.0,0,1
西班牙语,lime,12世纪,1,水果,4.946914705215022e-05,2.55937280321878e-05,221.0,1,3
日语,sake,13世纪,1,饮品,5.338084728074526e-05,2.9973852683596185e-05,221.0,0,1
西班牙语,port,12世纪,1,饮品,6.05557813417233e-05,4.053802875037151e-05,221.0,1,2
波斯语,sugar,14世纪,1,调味品,6.930944177189044e-05,4.143081222509908e-05,221.0,1,3
纳瓦特尔语,corn,12世纪,1,主食,6.947205038159155e-05,4.293154889273943e-05,221.0,1,2
阿拉伯语,date,14世纪,1,水果,0.0002362967872094,0.000133881043122,221.0,1,2
